422
Fri  .  12:36:03  .  2015-09-04  .    .  ThomasPHONE-1116: Phone 2.0 - Push notification icon Intermittently appear - Nexus 5.
Fri  .  14:35:07  .  2015-09-04  .    .  ThomasPHONE-1246: CR018 Carousel
Fri  .  14:45:09  .  2015-09-04  .    .  ThomasFixed lint issue
Fri  .  15:28:55  .  2015-09-04  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Mon  .  08:40:42  .  2015-09-07  .    .  FreddiePHONE-1245: Phone || Files Upload is not resuming once connection is lost and regained,fix the way the Cloud SDK is integrated for the upload. Reported from trunk.
Mon  .  18:02:26  .  2015-09-07  .    .  FreddiePHONE-1174: Phone 2.0 - When both Upload and Download are in progress, if we cancel any one(either download or upload), both are getting cancelled.,Cancel only the target operation instead of canceling all operations.
Tue  .  09:46:51  .  2015-09-08  .    .  ThomasPHONE-1275: Android Galaxy Tablet - Image Carousel
Tue  .  11:09:10  .  2015-09-08  .    .  ThomasPHONE-1277: Phone Locker - Header Cut Off in Android Galaxy Tablet
Tue  .  11:12:36  .  2015-09-08  .    .  ThomasIncreased swipe time to 5 sec
Tue  .  13:00:44  .  2015-09-08  .    .  ThomasPHONE-1259: Phone Customer Reported Issue - App Icon is square rather than rounded corners
Tue  .  16:52:10  .  2015-09-08  .    .  ThomasUpdate icons
Wed  .  08:36:04  .  2015-09-09  .    .  JimmyString updates
Wed  .  09:35:37  .  2015-09-09  .    .  JimmyString updates
Wed  .  09:54:23  .  2015-09-09  .    .  ThomasAdded back empty sliding_menu_header
Wed  .  10:57:24  .  2015-09-09  .    .  ThomasPHONE-1125: ATT Android || Available offline is displaying only when we select min 2 files. That to this feature is integrated only in docs and no where else
Wed  .  11:18:13  .  2015-09-09  .    .  ThomasPHONE-1316: ATT Android || Available offline icon is hardly visible in documents screen
"Wed  .  11:37:11  .  2015-09-09  .    .  ThomasPHONE-1227: ATT Android|| Observed ""File too large to upload"" popup while taking the picture.,Added extra check if we have that size or not."
Wed  .  13:23:06  .  2015-09-09  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Wed  .  14:45:52  .  2015-09-09  .    .  JimmyRemove report abusive content
Wed  .  15:10:46  .  2015-09-09  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Thu  .  09:49:48  .  2015-09-10  .    .  JimmySeperated strings for shares from main strings files
Thu  .  11:03:36  .  2015-09-10  .    .  JimmyPHONE-1318
Thu  .  17:34:36  .  2015-09-10  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Wed  .  08:42:42  .  2015-09-16  .    .  JimmyPHONE-1318
Wed  .  14:19:18  .  2015-09-16  .    .  ThomasPHONE-1391: Phone 2.0 - unexpected notification while downloading on low battery.
"Wed  .  15:05:40  .  2015-09-16  .    .  ThomasRemoved &amp;#160;"
Thu  .  15:02:43  .  2015-09-17  .    .  ThomasPHONE-1388: Att Locker - AMZ Fire - Share by Me - Manage Share: Crashes Locker
Fri  .  14:08:32  .  2015-09-18  .    .  JimmyAuth failure error codes
Tue  .  14:23:03  .  2015-09-22  .    .  ThomasFixed libpng warning: iCCP: Not recognizing known sRGB profile that has been edited
Fri  .  11:35:42  .  2015-09-25  .    .  JimmyCR023: Phone globe for the mobile client splash screen
Fri  .  14:15:11  .  2015-09-25  .    .  JimmyInitial addition for R2G classes
Fri  .  14:35:53  .  2015-09-25  .    .  ThomasPHONE-1163: Phone 2.0 - Music player in lock screen view has a cut off.
Mon  .  11:47:57  .  2015-09-28  .    .  JimmyModified broadcast receiver for R2G
Tue  .  11:22:15  .  2015-09-29  .    .  JimmyAdded R2G config
Tue  .  11:31:00  .  2015-09-29  .    .  JimmyAdded r2g permission
Tue  .  11:36:56  .  2015-09-29  .    .  JimmyLint fix
Tue  .  11:50:00  .  2015-09-29  .    .  JimmyAdded custom permission to receiver
Tue  .  11:55:33  .  2015-09-29  .    .  JimmyLint fix
Tue  .  12:49:38  .  2015-09-29  .    .  JimmyAdded settings as a main activity to launch
Tue  .  14:08:40  .  2015-09-29  .    .  JimmyAdded handling for R2G
Thu  .  12:29:00  .  2015-10-01  .    .  JimmyAdded handling for R2G
Thu  .  13:18:27  .  2015-10-01  .    .  JimmyAdded lint suppress
Thu  .  13:25:23  .  2015-10-01  .    .  ThomasPHONE-1377: Phone 2.0 - All files - Folder - Get info - Failure
Fri  .  10:15:40  .  2015-10-02  .    .  ThomasMerged from android-15.2-solutions-att,PHONE-1342: Phone - Rename a Photo in an Album using the Web Returns Error Getting Info on Handset [from revision 1526937]
Fri  .  13:24:26  .  2015-10-02  .    .  ThomasMerged from android-15.2-solutions-att,PHONE-1529: ATT Android || The file which is downloading for Available offline, if canceled not playing even with wifi [from revision 1527022]
Fri  .  16:23:05  .  2015-10-02  .    .  ThomasMerged from android-15.2-solutions-att,PHONE-1415: CLONE - [15.2][PC] Screen rotates at some pages even though auto-rotation is OFF in device.
Tue  .  15:13:00  .  2015-10-06  .    .  ThomasMerged from android-15.2-solutions-amx branch
Tue  .  15:18:18  .  2015-10-06  .    .  ThomasMerge HelpFragment.java from amx branch
Tue  .  15:21:35  .  2015-10-06  .    .  ThomasMerge fragment_help.xml from amx branch
Tue  .  15:23:31  .  2015-10-06  .    .  ThomasMerged from android-15.2-solutions-amx,Help CR: http://confluence.company.net:8085/display/CSE/Titans+Android+Help+CR [from revision 1520497]
Tue  .  15:26:10  .  2015-10-06  .    .  ThomasAdded help fragment colors
Tue  .  15:27:59  .  2015-10-06  .    .  ThomasAdded help_fragment_icon.png
Tue  .  15:28:51  .  2015-10-06  .    .  ThomasImplements HelpFragment.Callback
Tue  .  15:36:53  .  2015-10-06  .    .  ThomasAdded ignores
Tue  .  16:07:38  .  2015-10-06  .    .  ThomasFixed NPE for amx client, changed amx client name
Tue  .  16:15:27  .  2015-10-06  .    .  ThomasEnabled client-amx client
Wed  .  10:45:54  .  2015-10-07  .    .  ThomasMerged from trunk:,ANDINTL-3163 - enable the application to be installed on top of Ready 2 Go and Verizon cloud
Wed  .  11:06:28  .  2015-10-07  .    .  ThomasRemove att permission from manifest
Wed  .  14:19:14  .  2015-10-07  .    .  ThomasPHONE-1416: ATT Android || Screen blinks twice when user taps on App icon
Wed  .  14:19:38  .  2015-10-07  .    .  ThomasPHONE-1416: ATT Android || Screen blinks twice when user taps on App icon
Wed  .  14:23:29  .  2015-10-07  .    .  ThomasSimplified app versioning
Wed  .  14:44:23  .  2015-10-07  .    .  ThomasUpdated more strings
Wed  .  15:19:21  .  2015-10-07  .    .  ThomasPHONE-1420: CLONE - [15.2]The first file thumbnail is not dispalyed properly in landscape mode
Thu  .  14:38:16  .  2015-10-08  .    .  ThomasCopy to android-15.2-solutions
Thu  .  14:49:55  .  2015-10-08  .    .  ThomasEnabled client-frt client
Thu  .  14:55:59  .  2015-10-08  .    .  ThomasSet prod end point:,http://confluence.company.net:8085/display/PRO/Frontier+PC+PROD
Fri  .  08:53:15  .  2015-10-09  .    .  ThomasRemoved unused resources
Fri  .  08:55:33  .  2015-10-09  .    .  ThomasUpdated assets
Fri  .  09:06:45  .  2015-10-09  .    .  ThomasAdded qa and qa_wl build types, renamed app.
Fri  .  09:24:07  .  2015-10-09  .    .  ThomasRevert back some assets
Fri  .  10:13:54  .  2015-10-09  .    .  ThomasUpdated strings
Fri  .  11:09:59  .  2015-10-09  .    .  ThomasAdded lint ignores
Fri  .  11:17:08  .  2015-10-09  .    .  ThomasAdded lint ignores
Fri  .  12:10:54  .  2015-10-09  .    .  JimmyAdded new homescreen
Fri  .  12:30:40  .  2015-10-09  .    .  JimmyLint fix
Fri  .  12:52:44  .  2015-10-09  .    .  JimmyDisabled at&t module
Fri  .  13:58:14  .  2015-10-09  .    .  ThomasBumped version to 15.2.30.18
Fri  .  14:34:54  .  2015-10-09  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Tue  .  15:54:58  .  2015-10-13  .    .  ThomasMerge from android-15.2-solutions-att,PHONE-1665: Phone Customer Reported Issue - Carousel Issues on Tablet,Added titles for wizard,
Wed  .  12:40:19  .  2015-10-14  .    .  JimmySpike for app removal
Wed  .  12:50:27  .  2015-10-14  .    .  JimmyRe enabled client modules
Wed  .  14:49:17  .  2015-10-14  .    .  JimmyWidget update
Wed  .  14:51:25  .  2015-10-14  .    .  JimmyWidget update
Thu  .  16:50:56  .  2015-10-15  .    .  ThomasFTRPC-118: Frontier Android Handset || About screen is loading forever,
Fri  .  11:04:56  .  2015-10-16  .    .  ThomasUpdated build files to support Jira reports per clients
Fri  .  11:13:18  .  2015-10-16  .    .  ThomasAdded AMXPC jira project to jira report
Fri  .  11:32:58  .  2015-10-16  .    .  ThomasFTRPC-117: Frontier Android Handset || App icon is not matching as per Branding parameters
